	Cluster_ID	Gene_ID	Contig_ID	MAG_ID
11875	Cluster 11962	G80568_pe_k99_7723_5	G80568_pe_k99_7723	NaN
11876	Cluster 5997	G80568_pe_k99_4904_3	G80568_pe_k99_4904	G80568_pe_bin.2
11877	Cluster 7268	G80568_pe_k99_4904_1	G80568_pe_k99_4904	G80568_pe_bin.2
11878	Cluster 8986	G80568_pe_k99_4904_2	G80568_pe_k99_4904	G80568_pe_bin.2
11879	Cluster 5998	G80568_pe_k99_7427_3	G80568_pe_k99_7427	NaN
11880	Cluster 10640	G80568_pe_k99_7427_2	G80568_pe_k99_7427	NaN
11881	Cluster 6001	G80568_pe_k99_2249_1	G80568_pe_k99_2249	NaN
11882	Cluster 10295	G80568_pe_k99_2249_2	G80568_pe_k99_2249	NaN
11883	Cluster 6004	G80568_pe_k99_2559_3	G80568_pe_k99_2559	G80568_pe_bin.2
11884	Cluster 8323	G80568_pe_k99_2559_2	G80568_pe_k99_2559	G80568_pe_bin.2
11885	Cluster 8331	G80568_pe_k99_2559_4	G80568_pe_k99_2559	G80568_pe_bin.2
11886	Cluster 6011	G80568_pe_k99_2401_1	G80568_pe_k99_2401	NaN
11887	Cluster 9473	G80568_pe_k99_2401_2	G80568_pe_k99_2401	NaN
11888	Cluster 6012	G80568_pe_k99_5904_2	G80568_pe_k99_5904	NaN
11889	Cluster 6397	G80568_pe_k99_5904_3	G80568_pe_k99_5904	NaN
11890	Cluster 6032	G80568_pe_k99_4671_5	G80568_pe_k99_4671	G80568_pe_bin.1
11891	Cluster 7617	G80568_pe_k99_4671_3	G80568_pe_k99_4671	G80568_pe_bin.1
11892	Cluster 8063	G80568_pe_k99_4671_4	G80568_pe_k99_4671	G80568_pe_bin.1
11893	Cluster 13167	G80568_pe_k99_4671_2	G80568_pe_k99_4671	G80568_pe_bin.1
11894	Cluster 6046	G80568_pe_k99_1885_3	G80568_pe_k99_1885	NaN
11895	Cluster 6579	G80568_pe_k99_1885_2	G80568_pe_k99_1885	NaN
11896	Cluster 6047	G80568_pe_k99_7519_1	G80568_pe_k99_7519	NaN
11897	Cluster 6053	G80568_pe_k99_4528_3	G80568_pe_k99_4528	G80568_pe_bin.2
11898	Cluster 6603	G80568_pe_k99_4528_1	G80568_pe_k99_4528	G80568_pe_bin.2
11899	Cluster 12119	G80568_pe_k99_4528_2	G80568_pe_k99_4528	G80568_pe_bin.2
11900	Cluster 6055	G80568_pe_k99_5178_2	G80568_pe_k99_5178	NaN
11901	Cluster 12163	G80568_pe_k99_5178_3	G80568_pe_k99_5178	NaN
11902	Cluster 6056	G80568_pe_k99_7254_1	G80568_pe_k99_7254	NaN
11903	Cluster 6069	G80568_pe_k99_6374_1	G80568_pe_k99_6374	NaN
11904	Cluster 6072	G80568_pe_k99_1643_2	G80568_pe_k99_1643	NaN
11905	Cluster 6080	G80568_pe_k99_3715_2	G80568_pe_k99_3715	G80568_pe_bin.2
11906	Cluster 6371	G80568_pe_k99_3715_3	G80568_pe_k99_3715	G80568_pe_bin.2
11907	Cluster 6083	G80568_pe_k99_5898_1	G80568_pe_k99_5898	NaN
11908	Cluster 6086	G80568_pe_k99_4754_2	G80568_pe_k99_4754	NaN
11909	Cluster 6090	G80568_pe_k99_7760_1	G80568_pe_k99_7760	NaN
11910	Cluster 6091	G80568_pe_k99_8132_2	G80568_pe_k99_8132	NaN
11911	Cluster 6093	G80568_pe_k99_7495_2	G80568_pe_k99_7495	G80568_pe_bin.2
11912	Cluster 6112	G80568_pe_k99_1789_1	G80568_pe_k99_1789	NaN
11913	Cluster 6113	G80568_pe_k99_2133_2	G80568_pe_k99_2133	NaN
11914	Cluster 8899	G80568_pe_k99_2133_1	G80568_pe_k99_2133	NaN
11915	Cluster 6118	G80568_pe_k99_7898_2	G80568_pe_k99_7898	G80568_pe_bin.3
11916	Cluster 6158	G80568_pe_k99_7898_3	G80568_pe_k99_7898	G80568_pe_bin.3
11917	Cluster 7676	G80568_pe_k99_7898_4	G80568_pe_k99_7898	G80568_pe_bin.3
11918	Cluster 13428	G80568_pe_k99_7898_1	G80568_pe_k99_7898	G80568_pe_bin.3
11919	Cluster 6120	G80568_pe_k99_3070_2	G80568_pe_k99_3070	NaN
11920	Cluster 6127	G80568_pe_k99_1779_2	G80568_pe_k99_1779	G80568_pe_bin.2
11921	Cluster 6407	G80568_pe_k99_1779_4	G80568_pe_k99_1779	G80568_pe_bin.2
11922	Cluster 10517	G80568_pe_k99_1779_3	G80568_pe_k99_1779	G80568_pe_bin.2
11923	Cluster 6142	G80568_pe_k99_2073_2	G80568_pe_k99_2073	NaN
11924	Cluster 6151	G80568_pe_k99_2890_3	G80568_pe_k99_2890	G80568_pe_bin.2
11925	Cluster 11307	G80568_pe_k99_2890_2	G80568_pe_k99_2890	G80568_pe_bin.2
11926	Cluster 6163	G80568_pe_k99_756_2	G80568_pe_k99_756	NaN
11927	Cluster 6182	G80568_pe_k99_7785_2	G80568_pe_k99_7785	NaN
11928	Cluster 6184	G80568_pe_k99_1403_2	G80568_pe_k99_1403	NaN
11929	Cluster 6188	G80568_pe_k99_4539_10	G80568_pe_k99_4539	NaN
11930	Cluster 6495	G80568_pe_k99_4539_11	G80568_pe_k99_4539	NaN
11931	Cluster 6534	G80568_pe_k99_4539_2	G80568_pe_k99_4539	NaN
11932	Cluster 7137	G80568_pe_k99_4539_1	G80568_pe_k99_4539	NaN
11933	Cluster 9757	G80568_pe_k99_4539_3	G80568_pe_k99_4539	NaN
11934	Cluster 10584	G80568_pe_k99_4539_4	G80568_pe_k99_4539	NaN
11935	Cluster 11157	G80568_pe_k99_4539_5	G80568_pe_k99_4539	NaN
11936	Cluster 11801	G80568_pe_k99_4539_7	G80568_pe_k99_4539	NaN
11937	Cluster 11893	G80568_pe_k99_4539_8	G80568_pe_k99_4539	NaN
11938	Cluster 12385	G80568_pe_k99_4539_6	G80568_pe_k99_4539	NaN
11939	Cluster 12686	G80568_pe_k99_4539_9	G80568_pe_k99_4539	NaN
11940	Cluster 6202	G80568_pe_k99_7907_1	G80568_pe_k99_7907	NaN
11941	Cluster 6203	G80568_pe_k99_1948_2	G80568_pe_k99_1948	NaN
11942	Cluster 6208	G80568_pe_k99_3340_2	G80568_pe_k99_3340	G80568_pe_bin.1
11943	Cluster 6209	G80568_pe_k99_4098_2	G80568_pe_k99_4098	NaN
11944	Cluster 6214	G80568_pe_k99_4404_1	G80568_pe_k99_4404	NaN
11945	Cluster 10542	G80568_pe_k99_4404_2	G80568_pe_k99_4404	NaN
11946	Cluster 12203	G80568_pe_k99_4404_3	G80568_pe_k99_4404	NaN
11947	Cluster 6217	G80568_pe_k99_8329_1	G80568_pe_k99_8329	NaN
11948	Cluster 6971	G80568_pe_k99_8329_2	G80568_pe_k99_8329	NaN
11949	Cluster 6230	G80568_pe_k99_1025_2	G80568_pe_k99_1025	NaN
11950	Cluster 6232	G80568_pe_k99_1314_18	G80568_pe_k99_1314	G80568_pe_bin.1
11951	Cluster 7809	G80568_pe_k99_1314_15	G80568_pe_k99_1314	G80568_pe_bin.1
11952	Cluster 8183	G80568_pe_k99_1314_21	G80568_pe_k99_1314	G80568_pe_bin.1
11953	Cluster 8288	G80568_pe_k99_1314_20	G80568_pe_k99_1314	G80568_pe_bin.1
11954	Cluster 9075	G80568_pe_k99_1314_6	G80568_pe_k99_1314	G80568_pe_bin.1
11955	Cluster 9103	G80568_pe_k99_1314_9	G80568_pe_k99_1314	G80568_pe_bin.1
11956	Cluster 9537	G80568_pe_k99_1314_4	G80568_pe_k99_1314	G80568_pe_bin.1
11957	Cluster 10191	G80568_pe_k99_1314_2	G80568_pe_k99_1314	G80568_pe_bin.1
11958	Cluster 10271	G80568_pe_k99_1314_14	G80568_pe_k99_1314	G80568_pe_bin.1
11959	Cluster 10657	G80568_pe_k99_1314_7	G80568_pe_k99_1314	G80568_pe_bin.1
11960	Cluster 10977	G80568_pe_k99_1314_11	G80568_pe_k99_1314	G80568_pe_bin.1
11961	Cluster 11072	G80568_pe_k99_1314_5	G80568_pe_k99_1314	G80568_pe_bin.1
11962	Cluster 11315	G80568_pe_k99_1314_16	G80568_pe_k99_1314	G80568_pe_bin.1
11963	Cluster 11603	G80568_pe_k99_1314_10	G80568_pe_k99_1314	G80568_pe_bin.1
11964	Cluster 11662	G80568_pe_k99_1314_22	G80568_pe_k99_1314	G80568_pe_bin.1
11965	Cluster 11809	G80568_pe_k99_1314_19	G80568_pe_k99_1314	G80568_pe_bin.1
11966	Cluster 12081	G80568_pe_k99_1314_17	G80568_pe_k99_1314	G80568_pe_bin.1
11967	Cluster 12280	G80568_pe_k99_1314_12	G80568_pe_k99_1314	G80568_pe_bin.1
11968	Cluster 12758	G80568_pe_k99_1314_13	G80568_pe_k99_1314	G80568_pe_bin.1
11969	Cluster 13022	G80568_pe_k99_1314_8	G80568_pe_k99_1314	G80568_pe_bin.1
11970	Cluster 13071	G80568_pe_k99_1314_3	G80568_pe_k99_1314	G80568_pe_bin.1
11971	Cluster 6239	G80568_pe_k99_2514_1	G80568_pe_k99_2514	NaN
11972	Cluster 6240	G80568_pe_k99_5806_2	G80568_pe_k99_5806	G80568_pe_bin.1
11973	Cluster 7773	G80568_pe_k99_5806_1	G80568_pe_k99_5806	G80568_pe_bin.1
11974	Cluster 6243	G80616_pe_k99_3221_1	G80616_pe_k99_3221	NaN
11975	Cluster 6246	G80568_pe_k99_1752_2	G80568_pe_k99_1752	NaN
11976	Cluster 6247	G80568_pe_k99_5010_2	G80568_pe_k99_5010	NaN
11977	Cluster 9290	G80568_pe_k99_5010_1	G80568_pe_k99_5010	NaN
11978	Cluster 6250	G80568_pe_k99_2208_1	G80568_pe_k99_2208	NaN
11979	Cluster 6253	G80616_pe_k99_202_2	G80616_pe_k99_202	NaN
11980	Cluster 6262	G80568_pe_k99_5152_2	G80568_pe_k99_5152	NaN
11981	Cluster 6278	G80568_pe_k99_8242_1	G80568_pe_k99_8242	NaN
11982	Cluster 6288	G80568_pe_k99_7275_2	G80568_pe_k99_7275	NaN
11983	Cluster 11527	G80568_pe_k99_7275_9	G80568_pe_k99_7275	NaN
11984	Cluster 12391	G80568_pe_k99_7275_6	G80568_pe_k99_7275	NaN
11985	Cluster 12620	G80568_pe_k99_7275_4	G80568_pe_k99_7275	NaN
11986	Cluster 12704	G80568_pe_k99_7275_3	G80568_pe_k99_7275	NaN
11987	Cluster 13038	G80568_pe_k99_7275_8	G80568_pe_k99_7275	NaN
11988	Cluster 13070	G80568_pe_k99_7275_5	G80568_pe_k99_7275	NaN
11989	Cluster 13467	G80568_pe_k99_7275_7	G80568_pe_k99_7275	NaN
11990	Cluster 6294	G80568_pe_k99_282_3	G80568_pe_k99_282	NaN
11991	Cluster 8306	G80568_pe_k99_282_1	G80568_pe_k99_282	NaN
11992	Cluster 10981	G80568_pe_k99_282_2	G80568_pe_k99_282	NaN
11993	Cluster 6299	G80568_pe_k99_5522_1	G80568_pe_k99_5522	NaN
11994	Cluster 6301	G80568_pe_k99_6333_1	G80568_pe_k99_6333	NaN
11995	Cluster 8021	G80568_pe_k99_6333_2	G80568_pe_k99_6333	NaN
11996	Cluster 9507	G80568_pe_k99_6333_5	G80568_pe_k99_6333	NaN
11997	Cluster 11280	G80568_pe_k99_6333_3	G80568_pe_k99_6333	NaN
11998	Cluster 13155	G80568_pe_k99_6333_4	G80568_pe_k99_6333	NaN
11999	Cluster 6306	G80568_pe_k99_3746_2	G80568_pe_k99_3746	NaN
12000	Cluster 6319	G80568_pe_k99_3186_3	G80568_pe_k99_3186	NaN
12001	Cluster 7038	G80568_pe_k99_3186_2	G80568_pe_k99_3186	NaN
12002	Cluster 6325	G80568_pe_k99_3213_2	G80568_pe_k99_3213	NaN
12003	Cluster 6328	G80568_pe_k99_1339_1	G80568_pe_k99_1339	NaN
12004	Cluster 6334	G80568_pe_k99_1527_4	G80568_pe_k99_1527	NaN
12005	Cluster 9475	G80568_pe_k99_1527_2	G80568_pe_k99_1527	NaN
12006	Cluster 10122	G80568_pe_k99_1527_3	G80568_pe_k99_1527	NaN
12007	Cluster 6351	G80568_pe_k99_6507_4	G80568_pe_k99_6507	G80568_pe_bin.2
12008	Cluster 7370	G80568_pe_k99_6507_2	G80568_pe_k99_6507	G80568_pe_bin.2
12009	Cluster 7914	G80568_pe_k99_6507_5	G80568_pe_k99_6507	G80568_pe_bin.2
12010	Cluster 10579	G80568_pe_k99_6507_3	G80568_pe_k99_6507	G80568_pe_bin.2
12011	Cluster 6355	G80568_pe_k99_3107_2	G80568_pe_k99_3107	NaN
12012	Cluster 7733	G80568_pe_k99_3107_1	G80568_pe_k99_3107	NaN
12013	Cluster 6372	G80568_pe_k99_4872_1	G80568_pe_k99_4872	G80568_pe_bin.4
12014	Cluster 7149	G80568_pe_k99_4872_3	G80568_pe_k99_4872	G80568_pe_bin.4
12015	Cluster 9078	G80568_pe_k99_4872_2	G80568_pe_k99_4872	G80568_pe_bin.4
12016	Cluster 11475	G80568_pe_k99_4872_4	G80568_pe_k99_4872	G80568_pe_bin.4
12017	Cluster 12898	G80568_pe_k99_4872_5	G80568_pe_k99_4872	G80568_pe_bin.4
12018	Cluster 6373	G80616_pe_k99_6051_3	G80616_pe_k99_6051	NaN
12019	Cluster 12722	G80616_pe_k99_6051_2	G80616_pe_k99_6051	NaN
12020	Cluster 6379	G80568_pe_k99_186_1	G80568_pe_k99_186	NaN
12021	Cluster 6384	G80616_pe_k99_6265_1	G80616_pe_k99_6265	NaN
12022	Cluster 6405	G80616_pe_k99_3588_1	G80616_pe_k99_3588	NaN
12023	Cluster 6417	G80568_pe_k99_8333_1	G80568_pe_k99_8333	NaN
12024	Cluster 6424	G80568_pe_k99_6810_1	G80568_pe_k99_6810	NaN
12025	Cluster 6428	G80568_pe_k99_1740_5	G80568_pe_k99_1740	NaN
12026	Cluster 11425	G80568_pe_k99_1740_7	G80568_pe_k99_1740	NaN
12027	Cluster 12271	G80568_pe_k99_1740_4	G80568_pe_k99_1740	NaN
12028	Cluster 12475	G80568_pe_k99_1740_6	G80568_pe_k99_1740	NaN
12029	Cluster 12781	G80568_pe_k99_1740_2	G80568_pe_k99_1740	NaN
12030	Cluster 13423	G80568_pe_k99_1740_3	G80568_pe_k99_1740	NaN
12031	Cluster 6435	G80568_pe_k99_2224_1	G80568_pe_k99_2224	NaN
12032	Cluster 6447	G80568_pe_k99_2251_1	G80568_pe_k99_2251	NaN
12033	Cluster 12098	G80568_pe_k99_2251_3	G80568_pe_k99_2251	NaN
12034	Cluster 13547	G80568_pe_k99_2251_2	G80568_pe_k99_2251	NaN
12035	Cluster 6449	G80568_pe_k99_8182_1	G80568_pe_k99_8182	NaN
12036	Cluster 6456	G80568_pe_k99_2382_2	G80568_pe_k99_2382	NaN
12037	Cluster 6457	G80568_pe_k99_7842_1	G80568_pe_k99_7842	NaN
12038	Cluster 6459	G80568_pe_k99_4400_3	G80568_pe_k99_4400	G80568_pe_bin.3
12039	Cluster 6964	G80568_pe_k99_4400_1	G80568_pe_k99_4400	G80568_pe_bin.3
12040	Cluster 9850	G80568_pe_k99_4400_2	G80568_pe_k99_4400	G80568_pe_bin.3
12041	Cluster 6465	G80568_pe_k99_772_2	G80568_pe_k99_772	NaN
12042	Cluster 6466	G80568_pe_k99_2386_2	G80568_pe_k99_2386	G80568_pe_bin.3
12043	Cluster 13510	G80568_pe_k99_2386_3	G80568_pe_k99_2386	G80568_pe_bin.3
12044	Cluster 6471	G80568_pe_k99_5200_3	G80568_pe_k99_5200	NaN
12045	Cluster 7652	G80568_pe_k99_5200_2	G80568_pe_k99_5200	NaN
12046	Cluster 6474	G80568_pe_k99_7224_2	G80568_pe_k99_7224	NaN
12047	Cluster 8634	G80568_pe_k99_7224_3	G80568_pe_k99_7224	NaN
12048	Cluster 6484	G80568_pe_k99_3635_2	G80568_pe_k99_3635	NaN
12049	Cluster 8839	G80568_pe_k99_3635_3	G80568_pe_k99_3635	NaN
12050	Cluster 6485	G80568_pe_k99_8172_4	G80568_pe_k99_8172	NaN
12051	Cluster 6720	G80568_pe_k99_8172_7	G80568_pe_k99_8172	NaN
12052	Cluster 8506	G80568_pe_k99_8172_13	G80568_pe_k99_8172	NaN
12053	Cluster 9552	G80568_pe_k99_8172_14	G80568_pe_k99_8172	NaN
12054	Cluster 10360	G80568_pe_k99_8172_16	G80568_pe_k99_8172	NaN
12055	Cluster 10459	G80568_pe_k99_8172_8	G80568_pe_k99_8172	NaN
12056	Cluster 10750	G80568_pe_k99_8172_15	G80568_pe_k99_8172	NaN
12057	Cluster 10937	G80568_pe_k99_8172_5	G80568_pe_k99_8172	NaN
12058	Cluster 11848	G80568_pe_k99_8172_17	G80568_pe_k99_8172	NaN
12059	Cluster 11919	G80568_pe_k99_8172_3	G80568_pe_k99_8172	NaN
12060	Cluster 12594	G80568_pe_k99_8172_9	G80568_pe_k99_8172	NaN
12061	Cluster 12776	G80568_pe_k99_8172_10	G80568_pe_k99_8172	NaN
12062	Cluster 12828	G80568_pe_k99_8172_6	G80568_pe_k99_8172	NaN
12063	Cluster 13182	G80568_pe_k99_8172_2	G80568_pe_k99_8172	NaN
12064	Cluster 13309	G80568_pe_k99_8172_11	G80568_pe_k99_8172	NaN
12065	Cluster 13550	G80568_pe_k99_8172_12	G80568_pe_k99_8172	NaN
12066	Cluster 6486	G80568_pe_k99_5422_2	G80568_pe_k99_5422	NaN
12067	Cluster 8982	G80568_pe_k99_5422_3	G80568_pe_k99_5422	NaN
12068	Cluster 11373	G80568_pe_k99_5422_4	G80568_pe_k99_5422	NaN
12069	Cluster 11565	G80568_pe_k99_5422_5	G80568_pe_k99_5422	NaN
12070	Cluster 6489	G80568_pe_k99_3026_2	G80568_pe_k99_3026	G80568_pe_bin.3
12071	Cluster 11288	G80568_pe_k99_3026_3	G80568_pe_k99_3026	G80568_pe_bin.3
12072	Cluster 6492	G80568_pe_k99_6524_2	G80568_pe_k99_6524	NaN
12073	Cluster 6497	G80568_pe_k99_4431_1	G80568_pe_k99_4431	NaN
12074	Cluster 6501	G80568_pe_k99_4591_2	G80568_pe_k99_4591	NaN
12075	Cluster 6502	G80568_pe_k99_947_1	G80568_pe_k99_947	NaN
12076	Cluster 6508	G80616_pe_k99_1782_5	G80616_pe_k99_1782	NaN
12077	Cluster 11743	G80616_pe_k99_1782_6	G80616_pe_k99_1782	NaN
12078	Cluster 11754	G80616_pe_k99_1782_4	G80616_pe_k99_1782	NaN
12079	Cluster 12045	G80616_pe_k99_1782_2	G80616_pe_k99_1782	NaN
12080	Cluster 12897	G80616_pe_k99_1782_3	G80616_pe_k99_1782	NaN
12081	Cluster 6514	G80568_pe_k99_6519_2	G80568_pe_k99_6519	NaN
12082	Cluster 6516	G80568_pe_k99_118_2	G80568_pe_k99_118	NaN
12083	Cluster 8390	G80568_pe_k99_118_1	G80568_pe_k99_118	NaN
12084	Cluster 6520	G80568_pe_k99_7698_4	G80568_pe_k99_7698	G80568_pe_bin.2
12085	Cluster 8834	G80568_pe_k99_7698_3	G80568_pe_k99_7698	G80568_pe_bin.2
12086	Cluster 11971	G80568_pe_k99_7698_2	G80568_pe_k99_7698	G80568_pe_bin.2
12087	Cluster 13339	G80568_pe_k99_7698_5	G80568_pe_k99_7698	G80568_pe_bin.2
12088	Cluster 6526	G80616_pe_k99_3096_2	G80616_pe_k99_3096	NaN
12089	Cluster 7919	G80616_pe_k99_3096_4	G80616_pe_k99_3096	NaN
12090	Cluster 10064	G80616_pe_k99_3096_3	G80616_pe_k99_3096	NaN
12091	Cluster 11752	G80616_pe_k99_3096_1	G80616_pe_k99_3096	NaN
12092	Cluster 6532	G80568_pe_k99_1152_2	G80568_pe_k99_1152	NaN
12093	Cluster 6536	G80568_pe_k99_2948_1	G80568_pe_k99_2948	NaN
12094	Cluster 6546	G80568_pe_k99_6702_1	G80568_pe_k99_6702	NaN
12095	Cluster 6562	G80568_pe_k99_3158_1	G80568_pe_k99_3158	NaN
12096	Cluster 6572	G80568_pe_k99_6753_9	G80568_pe_k99_6753	G80568_pe_bin.2
12097	Cluster 6748	G80568_pe_k99_6753_6	G80568_pe_k99_6753	G80568_pe_bin.2
12098	Cluster 7122	G80568_pe_k99_6753_3	G80568_pe_k99_6753	G80568_pe_bin.2
12099	Cluster 7217	G80568_pe_k99_6753_7	G80568_pe_k99_6753	G80568_pe_bin.2
12100	Cluster 7693	G80568_pe_k99_6753_8	G80568_pe_k99_6753	G80568_pe_bin.2
12101	Cluster 9106	G80568_pe_k99_6753_4	G80568_pe_k99_6753	G80568_pe_bin.2
12102	Cluster 9616	G80568_pe_k99_6753_2	G80568_pe_k99_6753	G80568_pe_bin.2
12103	Cluster 9828	G80568_pe_k99_6753_5	G80568_pe_k99_6753	G80568_pe_bin.2
12104	Cluster 12443	G80568_pe_k99_6753_10	G80568_pe_k99_6753	G80568_pe_bin.2
12105	Cluster 6573	G80568_pe_k99_1456_2	G80568_pe_k99_1456	NaN
12106	Cluster 6581	G80568_pe_k99_1303_3	G80568_pe_k99_1303	G80568_pe_bin.1
12107	Cluster 10311	G80568_pe_k99_1303_2	G80568_pe_k99_1303	G80568_pe_bin.1
12108	Cluster 12382	G80568_pe_k99_1303_5	G80568_pe_k99_1303	G80568_pe_bin.1
12109	Cluster 12989	G80568_pe_k99_1303_4	G80568_pe_k99_1303	G80568_pe_bin.1
12110	Cluster 6590	G80568_pe_k99_5133_4	G80568_pe_k99_5133	G80568_pe_bin.2
12111	Cluster 6715	G80568_pe_k99_5133_2	G80568_pe_k99_5133	G80568_pe_bin.2
12112	Cluster 7564	G80568_pe_k99_5133_1	G80568_pe_k99_5133	G80568_pe_bin.2
12113	Cluster 13298	G80568_pe_k99_5133_3	G80568_pe_k99_5133	G80568_pe_bin.2
12114	Cluster 6598	G80568_pe_k99_1668_3	G80568_pe_k99_1668	NaN
12115	Cluster 9730	G80568_pe_k99_1668_2	G80568_pe_k99_1668	NaN
12116	Cluster 6604	G80568_pe_k99_1337_3	G80568_pe_k99_1337	NaN
12117	Cluster 11246	G80568_pe_k99_1337_2	G80568_pe_k99_1337	NaN
12118	Cluster 6607	G80568_pe_k99_1886_1	G80568_pe_k99_1886	NaN
12119	Cluster 7118	G80568_pe_k99_1886_3	G80568_pe_k99_1886	NaN
12120	Cluster 11022	G80568_pe_k99_1886_4	G80568_pe_k99_1886	NaN
12121	Cluster 12101	G80568_pe_k99_1886_2	G80568_pe_k99_1886	NaN
12122	Cluster 6615	G80568_pe_k99_1931_2	G80568_pe_k99_1931	NaN
12123	Cluster 6625	G80568_pe_k99_7722_2	G80568_pe_k99_7722	NaN
12124	Cluster 6638	G80568_pe_k99_6590_5	G80568_pe_k99_6590	G80568_pe_bin.3
12125	Cluster 7416	G80568_pe_k99_6590_4	G80568_pe_k99_6590	G80568_pe_bin.3
12126	Cluster 9164	G80568_pe_k99_6590_3	G80568_pe_k99_6590	G80568_pe_bin.3
12127	Cluster 9579	G80568_pe_k99_6590_2	G80568_pe_k99_6590	G80568_pe_bin.3
12128	Cluster 6655	G80568_pe_k99_8310_2	G80568_pe_k99_8310	G80568_pe_bin.2
12129	Cluster 6672	G80568_pe_k99_3990_1	G80568_pe_k99_3990	NaN
12130	Cluster 6687	G80568_pe_k99_7169_1	G80568_pe_k99_7169	NaN
12131	Cluster 6692	G80616_pe_k99_4679_2	G80616_pe_k99_4679	NaN
12132	Cluster 6707	G80568_pe_k99_2774_2	G80568_pe_k99_2774	NaN
12133	Cluster 12189	G80568_pe_k99_2774_1	G80568_pe_k99_2774	NaN
12134	Cluster 6712	G80568_pe_k99_7314_2	G80568_pe_k99_7314	NaN
12135	Cluster 6714	G80568_pe_k99_1888_3	G80568_pe_k99_1888	G80568_pe_bin.2
12136	Cluster 10809	G80568_pe_k99_1888_2	G80568_pe_k99_1888	G80568_pe_bin.2
12137	Cluster 6734	G80568_pe_k99_2126_2	G80568_pe_k99_2126	NaN
12138	Cluster 7544	G80568_pe_k99_2126_1	G80568_pe_k99_2126	NaN
12139	Cluster 12032	G80568_pe_k99_2126_3	G80568_pe_k99_2126	NaN
12140	Cluster 6736	G80616_pe_k99_4022_2	G80616_pe_k99_4022	NaN
12141	Cluster 6737	G80568_pe_k99_6457_2	G80568_pe_k99_6457	NaN
12142	Cluster 6738	G80616_pe_k99_670_1	G80616_pe_k99_670	NaN
12143	Cluster 6743	G80568_pe_k99_1794_2	G80568_pe_k99_1794	NaN
12144	Cluster 6745	G80568_pe_k99_220_2	G80568_pe_k99_220	NaN
12145	Cluster 6755	G80568_pe_k99_6197_2	G80568_pe_k99_6197	NaN
12146	Cluster 6762	G80568_pe_k99_6690_1	G80568_pe_k99_6690	NaN
12147	Cluster 6769	G80568_pe_k99_6713_1	G80568_pe_k99_6713	NaN
12148	Cluster 6776	G80568_pe_k99_2481_2	G80568_pe_k99_2481	NaN
12149	Cluster 6777	G80568_pe_k99_7775_1	G80568_pe_k99_7775	NaN
12150	Cluster 6791	G80568_pe_k99_6388_4	G80568_pe_k99_6388	NaN
12151	Cluster 9869	G80568_pe_k99_6388_2	G80568_pe_k99_6388	NaN
12152	Cluster 10522	G80568_pe_k99_6388_3	G80568_pe_k99_6388	NaN
12153	Cluster 6792	G80568_pe_k99_3809_2	G80568_pe_k99_3809	G80568_pe_bin.3
12154	Cluster 6796	G80568_pe_k99_8061_2	G80568_pe_k99_8061	NaN
12155	Cluster 6814	G80568_pe_k99_89_1	G80568_pe_k99_89	NaN
12156	Cluster 6824	G80568_pe_k99_781_6	G80568_pe_k99_781	NaN
12157	Cluster 8932	G80568_pe_k99_781_3	G80568_pe_k99_781	NaN
12158	Cluster 9087	G80568_pe_k99_781_2	G80568_pe_k99_781	NaN
12159	Cluster 11513	G80568_pe_k99_781_4	G80568_pe_k99_781	NaN
12160	Cluster 12170	G80568_pe_k99_781_5	G80568_pe_k99_781	NaN
12161	Cluster 6827	G80568_pe_k99_2461_2	G80568_pe_k99_2461	NaN
12162	Cluster 6828	G80568_pe_k99_8356_3	G80568_pe_k99_8356	NaN
12163	Cluster 11847	G80568_pe_k99_8356_2	G80568_pe_k99_8356	NaN
12164	Cluster 6830	G80568_pe_k99_6544_1	G80568_pe_k99_6544	NaN
12165	Cluster 6834	G80568_pe_k99_814_2	G80568_pe_k99_814	NaN
12166	Cluster 6842	G80568_pe_k99_6343_1	G80568_pe_k99_6343	NaN
12167	Cluster 6845	G80568_pe_k99_2871_2	G80568_pe_k99_2871	G80568_pe_bin.1
12168	Cluster 6847	G80568_pe_k99_4334_1	G80568_pe_k99_4334	NaN
12169	Cluster 6848	G80568_pe_k99_1612_2	G80568_pe_k99_1612	NaN
12170	Cluster 6849	G80568_pe_k99_2012_1	G80568_pe_k99_2012	NaN
12171	Cluster 6855	G80568_pe_k99_4508_2	G80568_pe_k99_4508	NaN
12172	Cluster 6867	G80616_pe_k99_3977_1	G80616_pe_k99_3977	NaN
12173	Cluster 6876	G80568_pe_k99_4128_1	G80568_pe_k99_4128	NaN
12174	Cluster 6879	G80568_pe_k99_5128_1	G80568_pe_k99_5128	NaN
12175	Cluster 6884	G80568_pe_k99_1454_1	G80568_pe_k99_1454	G80568_pe_bin.2
12176	Cluster 9253	G80568_pe_k99_1454_3	G80568_pe_k99_1454	G80568_pe_bin.2
12177	Cluster 13475	G80568_pe_k99_1454_2	G80568_pe_k99_1454	G80568_pe_bin.2
12178	Cluster 6889	G80568_pe_k99_595_2	G80568_pe_k99_595	NaN
12179	Cluster 6891	G80568_pe_k99_1873_4	G80568_pe_k99_1873	NaN
12180	Cluster 11695	G80568_pe_k99_1873_3	G80568_pe_k99_1873	NaN
12181	Cluster 12080	G80568_pe_k99_1873_2	G80568_pe_k99_1873	NaN
